Date,GSCI Energy,GSCI Ind Metals,GSCI Precious Metals,GSCI Agriculture,GSCI Livestock
20170904,380.5606,1375.188,1605.945,385.7352,1824.584
20170905,384.8753,1367.005,1622.514,391.4533,1835.865
20170906,388.4144,1367.253,1616.344,393.5793,1839.345
20170907,389.1231,1368.971,1630.576,389.1386,1840.544
20170908,381.4007,1337.218,1631.659,389.8247,1861.88
20170911,382.7698,1350.56,1612.949,388.6897,1858.76
20170912,384.9774,1347.98,1609.653,385.9277,1832.133
20170913,391.4139,1325.173,1604.421,388.5315,1844.006
20170914,394.3873,1316.705,1605.088,390.4706,1831.654
20170915,395.7984,1317.585,1599.854,392.9611,1860.81
20170918,395.0284,1325.507,1579.098,389.9681,1861.638
20170919,392.6777,1335.052,1580.153,386.068,1882.242
20170920,398.404,1349.804,1586.978,389.7204,1919.634
20170921,397.4076,1343.298,1560.67,389.8419,1899.348
20170922,399.0139,1329.729,1563.278,391.0368,1902.2
20170925,410.0721,1330.644,1580.081,390.1264,1872.112
20170926,407.2316,1322.792,1566.968,387.3465,1867.464
20170927,407.4001,1323.183,1551.518,389.0801,1898.773
20170928,404.14,1334.278,1552.73,387.0265,1889.318
20170929,402.767,1326.838,1546.882,387.3179,1903.535
20171002,394.6989,1331.947,1537.125,384.6323,1899.288
20171003,393.4719,1346.658,1535.84,383.5819,1919.53
20171004,392.9133,1354.874,1537.991,383.3787,1916.575
20171005,399.4154,1371.57,1534.305,384.8024,1937.598
20171006,388.2898,1359.297,1537.69,385.3468,1931.432
20171009,389.0288,1365.403,1550.485,383.2049,1931.406
20171010,397.2654,1375.853,1562.341,383.6432,1955.253
20171011,399.6533,1370.351,1556.383,381.9691,1960.327
20171012,395.8748,1384.74,1565.925,383.8567,1937.424
20171013,402.2866,1381.465,1576.125,388.3968,1942.812
20171016,405.1536,1401.885,1574.129,384.5852,1952.121
20171017,405.1797,1384.658,1552.845,383.4257,1926.546
20171018,405.5301,1380.891,1549.013,382.0358,1945.811
20171019,400.8641,1384.142,1559.157,383.5925,1947.94
20171020,404.6797,1378.196,1547.225,379.284,1957.582
20171023,403.9322,1386.721,1547.766,384.6384,1946.703
20171024,408.5865,1395.724,1543.932,385.7151,1985.47
20171025,408.0721,1401.282,1544.324,384.5017,1986.598
20171026,411.8223,1400.711,1533.125,382.6748,2007.613
20171027,418.9083,1376.187,1534.951,383.4664,2003.307
20171030,420.7934,1380.12,1542.386,383.1737,2036.408
20171031,422.4026,1384.848,1533.155,380.6789,2086.131
20171101,421.0141,1404.328,1545.33,381.1062,2085.361
20171102,422.3897,1397.255,1545.851,383.8277,2052.386
20171103,430.632,1396.108,1533.305,382.0864,2080.835
20171106,444.5337,1403.088,1550.787,384.7186,2057.4
20171107,442.3737,1376.712,1541.658,384.2082,2044.234
20171108,441.0236,1376.825,1552.175,385.4977,2016.428
20171109,444.1277,1366.162,1554.684,382.8365,2015.612
20171110,441.8727,1367.2,1539.407,385.2048,1995.838
20171113,440.3305,1380.192,1546.438,382.8299,1993.205
20171114,432.3405,1352.515,1551.039,380.9356,1953.223
20171115,430.3605,1356.759,1544.513,379.9659,1958.803
20171116,428.1007,1348.744,1546.115,379.7851,1945.574
20171117,437.0443,1357.279,1568.805,384.0807,1941.366
20171120,433.9954,1358.679,1540.964,382.5792,1934.246
20171121,436.3197,1368.388,1549.193,382.6624,1934.987
20171122,441.1385,1378.672,1562.149,385.2894,1967.266
20171123,441.1385,1378.672,1562.149,385.2894,1967.266
20171124,444.7652,1390.801,1555.675,384.0316,1963.233
20171127,442.839,1379.493,1563.718,381.4673,1984.329
20171128,442.8995,1356.255,1562.099,380.4233,1992.91
20171129,438.2261,1346.772,1544.659,383.8869,1998.099
20171130,436.7361,1341.21,1533.656,382.6746,1971.989
20171201,444.042,1362.068,1538.866,385.4921,1945.9
20171204,435.4012,1355.193,1533.945,383.2106,1946.172
20171205,437.0682,1320.477,1517.232,382.5956,1926.62
20171206,425.9086,1312.565,1517.451,378.6906,1899.457
20171207,430.5457,1310.273,1502.032,376.4383,1891.045
20171208,437.0898,1310.571,1497.25,375.0469,1888.638
20171211,443.0458,1327.194,1495.423,371.2857,1869.169
20171212,435.4808,1327.135,1488.733,368.8768,1881.318
20171213,430.0811,1331.527,1498.193,371.9067,1874.25
20171214,433.691,1345.972,1508.019,371.5773,1888.447
20171215,433.7027,1362.868,1509.786,371.1657,1914.682
20171218,435.8788,1368.697,1519.954,371.3883,1901.346
20171219,438.2081,1376.354,1518.098,372.7785,1891.996
20171220,442.0828,1391.206,1525.167,375.0085,1883.814
20171221,443.6594,1400.916,1525.94,377.2754,1893.173
20171222,445.6477,1415.328,1536.842,375.9368,1891.355
20171225,445.6477,1415.328,1536.842,375.9368,1891.355
20171226,457.2274,1415.541,1548.009,377.0542,1935.366
20171227,455.5615,1440.53,1553.772,380.1562,1927.977
20171228,458.3716,1454.133,1561.725,379.1852,1944.273
20171229,462.5669,1448.968,1576.993,379.6736,1941.032
20180101,462.5669,1448.968,1576.993,379.6736,1941.032
20180102,461.6487,1448.759,1585.159,382.9004,1957.041
20180103,469.6589,1433.237,1588.408,383.7285,1956.202
20180104,470.3927,1445.238,1591.822,383.1965,1950.229
20180105,466.0375,1426.502,1592.797,381.5619,1917.236
20180108,467.3337,1425.093,1589.543,378.1282,1912.459
20180109,475.4713,1414.095,1581.082,379.3257,1919.026
20180110,478.5793,1426.687,1587.411,379.3877,1904.601
20180111,480.9066,1424.71,1590.247,378.5461,1890.281
20180112,484.5992,1430.531,1605.421,375.3521,1901.634
20180115,484.5992,1430.531,1605.421,375.3521,1901.634
20180116,480.9744,1422.927,1608.502,373.6646,1926.856
20180117,482.9829,1417.094,1610.5,376.6182,1946.717
20180118,482.7366,1434.707,1595.625,376.126,1958.258
20180119,478.2969,1430.439,1602.93,377.0121,1945.436
20180122,480.6523,1440.439,1601.489,377.9632,1953.749
20180123,487.5563,1424.407,1605.997,376.2169,1959.555
20180124,493.1697,1455.637,1632.765,380.8083,1969.586
20180125,493.4008,1453.254,1641.138,381.0404,1928.026
20180126,497.1338,1452.138,1627.914,382.3316,1951.086
20180129,491.9539,1450.337,1612.082,385.0821,1952.132
20180130,485.5942,1436.903,1605.995,387.9529,1941.505
20180131,485.9187,1450.658,1611.143,385.3018,1921.294
20180201,490.6149,1457.371,1615.557,385.3335,1961.008
20180202,485.6806,1441.738,1599.949,384.2036,1971.474
20180205,477.5357,1455.35,1598.915,381.9592,1961.729
20180206,471.5224,1430.07,1590.572,386.1321,1937.201
20180207,460.5313,1401.227,1571.323,389.5647,1913.987
20180208,456.094,1404.097,1577.111,388.1645,1911.591
20180209,441.586,1383.904,1571.688,385.0364,1903.951
20180212,440.8159,1390.759,1587.517,390.809,1932.556
20180213,440.6953,1415.175,1591.495,390.682,1921.883
20180214,450.4215,1448.524,1624.633,389.9501,1937.394
20180215,453.3019,1449.531,1621.032,392.6518,1951.354
20180216,456.9164,1461.608,1621.281,390.7267,1942.655
20180219,456.9164,1461.608,1621.281,390.7267,1942.655
20180220,459.8734,1441.413,1591.928,389.9551,1951.985
20180221,460.3831,1446.636,1594.544,390.5145,1937.637
20180222,467.1288,1445.72,1594.881,392.2232,1939.134
20180223,472.6424,1427.859,1591.518,393.1304,1936.51
20180226,475.6035,1433.371,1595.126,396.1151,1917.213
20180227,470.1772,1424.609,1578.1,396.5474,1922.132
20180228,458.6808,1408.872,1577.16,403.4164,1887.791
20180301,453.1755,1404.033,1562.293,410.7514,1885.789
20180302,455.2499,1399.691,1583.797,407.1089,1877.683
20180305,463.5581,1395.478,1579.726,412.4799,1899.91
20180306,464.6194,1405.55,1599.846,410.3902,1890.274
20180307,456.269,1384.363,1588.957,405.6862,1886.846
20180308,449.9566,1371.115,1582.752,409.1517,1872.235
20180309,461.3685,1393.308,1586.331,403.5851,1880.083
20180312,457.7166,1378.085,1582.422,404.0439,1865.184
20180313,455.3101,1389.933,1590.135,403.4423,1865.946
20180314,457.3567,1387.217,1587.634,402.4862,1874.802
20180315,458.4478,1379.684,1578.127,400.0518,1868.98
20180316,465.6454,1377.46,1570.865,396.4489,1862.651
20180319,463.7987,1373.676,1577.391,387.8304,1827.308
20180320,473.2394,1359.116,1569.905,388.4318,1815.479
20180321,485.1064,1368.324,1582.633,388.788,1802.827
20180322,480.2901,1352.838,1588.748,389.8895,1801.241
20180323,489.3394,1342.687,1614.864,390.544,1769.835
20180326,487.5729,1342.276,1621.664,387.6617,1758.353
20180327,487.3673,1346.414,1606.408,386.5113,1759.169
20180328,482.728,1346.406,1584.503,383.9696,1787.007
20180329,486.3082,1345.355,1581.821,392.1388,1751.604
20180330,486.3082,1345.355,1581.821,392.1388,1751.604
20180402,474.0954,1345.619,1607.052,390.9304,1711.226
20180403,477.2186,1348.188,1594.141,394.0107,1682.262
20180404,476.2653,1339.956,1596.023,388.0698,1726.758
20180405,477.1961,1351.941,1584.48,395.7164,1760.388
20180406,468.9478,1355.224,1592.797,396.9491,1728.011
20180409,478.3395,1383.87,1598.913,402.9094,1749.721
20180410,492.6139,1410.196,1605.835,402.3018,1739.316
20180411,501.2345,1422.804,1622.702,400.8514,1740.998
20180412,501.0548,1418.89,1600.506,400.7015,1779.59
20180413,504.6769,1410.632,1608.786,397.8241,1782.695
20180416,497.4349,1448.742,1612.171,393.3468,1780.015
20180417,498.3374,1445.927,1611.978,392.4198,1786.413
20180418,510.3924,1500.98,1620.835,395.0678,1805.554
20180419,511.1036,1482.669,1615.763,395.1926,1778.073
20180420,512.3263,1480.158,1603.747,390.9062,1781.853
20180423,515.7984,1430.931,1583.235,389.0758,1788.236
20180424,510.7858,1418.201,1594.228,391.16,1776.315
20180425,511.8088,1418.996,1581.334,396.376,1786.93
20180426,515.1575,1424.612,1576.047,395.4595,1764.279
20180427,514.0976,1396.546,1581.379,400.6429,1779.572
20180430,517.8654,1402.994,1576.186,403.2836,1768.482
20180501,508.6535,1393.21,1560.309,409.366,1769.737
20180502,510.7879,1414.765,1561.46,407.9427,1760.672
20180503,512.8213,1399.565,1569.869,411.8841,1779.347
20180504,521.3157,1427.44,1572.788,407.8296,1775.124
20180507,529.4024,1427.659,1572.154,400.2861,1767.477
20180508,519.3267,1420.411,1571.585,402.0706,1791.849
20180509,534.82,1425.909,1571.551,399.9381,1783.811
20180510,537.1273,1427.262,1583.712,398.7798,1802.008
20180511,534.7325,1421.775,1582.01,394.1893,1792.634
20180514,539.1603,1428.331,1578.342,393.1745,1777.75
20180515,541.5159,1423.113,1544.718,395.5871,1753.03
20180516,544.7624,1426.612,1547.055,394.3736,1746.063
20180517,546.7073,1428.124,1545.821,393.5419,1746.807
20180518,543.5427,1418.637,1547.479,401.1855,1729.713
20180521,548.5557,1426.394,1547.804,403.4097,1753.268
20180522,550.4561,1432.879,1549.481,406.921,1740.541
20180523,549.582,1421.432,1545.158,410.9942,1773.029
20180524,543.1351,1428.857,1564.013,409.6985,1768.71
20180525,525.7725,1421.874,1561.898,414.2046,1782.823
20180528,525.7725,1421.874,1561.898,414.2046,1782.823
20180529,517.9324,1425.697,1555.325,411.9472,1786.354
20180530,529.5389,1426.525,1559.608,406.7233,1829.44
20180531,525.5467,1432.486,1556.941,408.3622,1806.563
20180601,518.3721,1441.24,1551.065,406.4895,1807.469
20180604,510.4527,1455.08,1549.068,395.2917,1787.804
20180605,511.8499,1470.353,1555.476,396.0212,1797.07
20180606,508.2799,1486.698,1556.135,396.7884,1825.882
20180607,519.2518,1486.99,1559.086,395.3789,1817.014
20180608,516.3036,1481.433,1558.143,396.6469,1842.316
20180611,517.6269,1476.87,1560.938,391.4294,1814.934
20180612,517.0304,1473.358,1556.361,398.926,1831.634
20180613,520.7133,1475.181,1559.442,393.9817,1843.603
20180614,518.2397,1459.002,1569.617,386.0796,1813.679
20180615,503.6211,1426.353,1530.241,381.5086,1845.257
20180618,511.6583,1423.733,1531.814,375.9937,1860.539
20180619,507.5775,1396.641,1529.143,368.8808,1859.209
20180620,509.601,1391.999,1524.687,371.4841,1840.271
20180621,504.2014,1391.478,1520.681,372.8049,1838.365
20180622,521.9202,1394.537,1522.26,374.5038,1835.353
20180625,517.5891,1380.685,1519.312,367.5327,1788.289
20180626,530.0349,1376.858,1509,365.9566,1794.208
20180627,543.7352,1382.938,1504.103,365.8253,1798.54
20180628,545.8462,1371.658,1496.838,362.2097,1814.885
20180629,553.4874,1366.055,1502.172,367.1628,1856.353
20180702,545.7652,1344.183,1485.2,355.9097,1842.927
20180703,547.3919,1334.464,1499.942,358.5238,1854.07
20180704,547.3919,1334.464,1499.942,358.5238,1854.07
20180705,543.8565,1313.758,1506.315,360.6448,1853.53
20180706,545.2791,1306.924,1502.905,369.7376,1847.817
20180709,548.977,1324.781,1507.9,365.0794,1823.183
20180710,552.4413,1307.556,1502.979,360.9888,1794.887
20180711,524.4275,1275.097,1488.581,351.3357,1766.516
20180712,526.4224,1281.842,1492.339,356.4417,1796.588
20180713,531.5154,1278.158,1484.947,355.5673,1802.863
20180716,510.2449,1270.878,1483.453,355.2194,1806.965
20180717,511.8274,1263.156,1468.355,358.9522,1788.647
20180718,515.8523,1268.379,1468.67,358.1954,1812.937
20180719,517.8207,1248.69,1462.431,360.8934,1815.879
20180720,519.6717,1266.704,1470.731,365.2288,1803.737
20180723,519.789,1270.957,1463.398,365.3296,1818.162
20180724,523.6783,1293.693,1464.59,364.1221,1813.022
20180725,528.7489,1287.211,1472.154,373.2651,1828.467
20180726,532.8252,1289.614,1465.261,372.3752,1798.224
20180727,528.9412,1291.717,1462.547,371.7725,1797.487
20180730,535.7506,1290.563,1461.922,377.2665,1792.662
20180731,526.4667,1296.884,1464.454,381.3171,1779.773
20180801,516.3479,1271.566,1457.117,377.5775,1794.78
20180802,524.8929,1263.094,1448.555,378.7301,1780.942
20180803,523.315,1272.348,1452.675,379.7469,1813.237
20180806,526.8714,1267.709,1445.965,384.0305,1801.992
20180807,531.1194,1274.968,1446.923,383.1445,1786.902
20180808,515.987,1291.46,1450.444,383.4718,1776.454
20180809,514.726,1287.926,1449.638,381.3405,1782.524
20180810,520.5939,1286.234,1447.173,369.6627,1783.395
20180813,518.3566,1274.559,1422.981,364.9912,1776.207
20180814,517.7322,1257.253,1425.655,369.0176,1783.132
20180815,505.2861,1208.266,1403.285,364.5186,1791.938
20180816,508.1511,1237.695,1404.745,370.4085,1822.294
20180817,510.6104,1231.833,1404.253,372.5647,1867.389
20180820,513.0092,1242.537,1415.952,368.656,1844.402
20180821,516.0381,1250.828,1422.729,365.5888,1841.783
20180822,529.7885,1252.392,1426.241,361.375,1799.771
20180823,530.0623,1253.242,1414.417,357.5751,1778.063
20180824,536.5868,1273.327,1437.571,357.9666,1759.902
20180827,538.0009,1273.544,1441.373,355.9501,1817.349
20180828,536.2772,1286.989,1439.056,352.4253,1784.555
20180829,543.2747,1287.389,1435.197,356.3255,1783.052
20180830,547.6045,1273.064,1426.288,354.6805,1768.243
20180831,545.4042,1259.585,1427.838,360.2442,1773.721
20180903,545.4042,1259.585,1427.838,360.2442,1773.721
20180904,546.674,1227.645,1416.474,358.773,1796.078
20180905,539.1881,1232.097,1419.288,356.1432,1795.487
20180906,532.9227,1229.707,1422.21,354.0562,1819.879
20180907,533.9658,1236.697,1418.018,355.0486,1838.681
20180910,534.9925,1236.246,1417.729,359.8298,1842.734
20180911,546.5125,1213.496,1420.114,356.2816,1822.392
20180912,552.6338,1237.367,1430.83,351.9092,1857.846
20180913,541.1676,1240.47,1427.561,348.7051,1856.636
20180914,540.9488,1229.871,1419.083,350.0688,1894.795
20180917,541.1299,1222.829,1425.13,345.8948,1885.53
20180918,548.4981,1238.004,1421.751,343.001,1903.43
20180919,553.9115,1242.259,1428.514,347.5722,1902.686
20180920,551.1474,1245.35,1432.046,351.5316,1903.926
20180921,552.8719,1289.081,1421.939,352.6055,1903.163
20180924,565.4036,1282.381,1425.34,352.5541,1882.648
20180925,569.297,1277.793,1427.617,352.2156,1892.173
20180926,564.8139,1274.376,1420.408,350.9168,1906.891
20180927,569.551,1256.495,1406.915,350.7066,1888.5
20180928,577.3518,1277.813,1420.424,347.2622,1912.501
20181001,592.3986,1283.299,1413.92,351.8278,1932.065
20181002,592.9012,1294.375,1432.156,357.244,1932.311
20181003,601.3773,1312.101,1427.633,355.5971,1904.263
20181004,589.0117,1304.371,1425.568,356.877,1886.549
20181005,587.3851,1285.793,1430.499,359.588,1904.321
20181008,587.5289,1271.432,1409.509,360.0312,1906.143
20181009,592.8826,1283.232,1413.375,359.3947,1885.952
20181010,581.0952,1270.258,1414.796,356.6107,1871.281
20181011,563.2035,1267.726,1454.19,358.812,1860.416
20181012,564.2552,1281.476,1448.554,364.4592,1855.884
20181015,567.2998,1277.357,1458.593,370.5485,1888.927
20181016,569.898,1271.367,1459.189,368.1084,1886.957
20181017,558.6559,1271.729,1455.061,368.6716,1863.177
20181018,551.7377,1263.756,1457.488,365.2242,1842.158
20181019,555.8841,1263.821,1456.516,364.0496,1831.223
20181022,556.0765,1268.905,1451.798,363.864,1863.434
20181023,536.2596,1261.818,1466.931,364.0138,1864.523
20181024,536.695,1257.68,1459.801,360.4681,1901.814
20181025,540.8499,1258.846,1460.852,356.0792,1878.794
20181026,543.9706,1253.567,1465.257,361.3864,1902.025
20181029,541.1367,1245.648,1454.291,358.5858,1900.092
20181030,533.7067,1226.701,1452.107,355.4373,1893.4
20181031,528.6899,1215.238,1439.439,355.1548,1894.97
20181101,515.1716,1231.547,1469.558,361.6818,1895.675
20181102,512.6177,1253.096,1463.765,364.5754,1892.735
20181105,516.0617,1238.832,1461.938,364.0222,1860.959
20181106,510.1742,1229.867,1454.195,363.0609,1837.169
20181107,508.9089,1235.66,1457.521,363.0786,1853.546
20181108,500.917,1244.418,1452.367,362.1096,1857.249
20181109,498.4619,1225.203,1432.046,359.1447,1832.604
20181112,498.8915,1217.584,1425.589,360.9841,1847.543
20181113,472.3468,1218.048,1423.098,356.4685,1866.534
20181114,483.2064,1221.604,1433.478,356.6386,1866.77
20181115,476.9673,1228.885,1440.751,357.1046,1884.554
20181116,479.5645,1238.511,1450.449,357.4569,1911.452
20181119,485.1225,1240.533,1453.147,354.0403,1934.35
20181120,456.9595,1231.142,1447.555,353.0192,1915.779
20181121,462.377,1241.477,1457.15,353.7978,1921.049
20181122,462.377,1241.477,1457.15,353.7978,1921.049
20181123,430.8241,1233.238,1449.875,351.021,1937.891
20181126,439.5855,1228.974,1449.504,350.7212,1916.917
20181127,438.1162,1213.918,1439.036,350.2715,1910.921
20181128,432.4276,1223.397,1451.932,355.6424,1904.519
20181129,438.5195,1229.615,1452.168,354.8372,1921.495
20181130,434.2322,1239.562,1445.807,357.6043,1923.515
20181203,446.6828,1253.234,1463.311,361.3992,1914.161
20181204,450.6498,1246.289,1472.231,362.0422,1920.001
20181205,450.6498,1246.289,1472.231,362.0422,1920.001
20181206,436.4652,1224.086,1467.975,358.9688,1928.009
20181207,448.6541,1233.49,1479.472,364.4774,1934.051
20181210,436.9106,1220.446,1475.478,362.2397,1924.637
20181211,438.8108,1228.795,1473.439,361.665,1924.851
20181212,435.1106,1225.409,1478.646,363.2627,1936.343
20181213,443.9015,1223.885,1475.999,364.0477,1930.267
20181214,433.0414,1220.728,1467.608,362.2982,1923.48
20181217,423.4734,1221.909,1480.19,362.1634,1905.406
20181218,402.4393,1204.923,1481.665,361.4308,1907.117
20181219,411.5549,1211.166,1485.87,358.3435,1904.755
20181220,393.3018,1207.265,1498.766,355.544,1905.761
20181221,392.3837,1203.878,1486.787,352.7181,1898.93
20181224,369.5046,1197.235,1502.875,353.254,1893.296
20181225,369.5046,1197.235,1502.875,353.254,1893.296
20181226,393.1945,1197.396,1507.236,350.8017,1894.452
20181227,382.5385,1193.424,1517.789,349.6711,1908.676
20181228,383.355,1191.012,1521.122,351.5586,1911.891
20181231,383.3667,1187.916,1520.594,349.1218,1912.021
20190101,383.3667,1187.916,1520.594,349.1218,1912.021
20190102,391.0748,1162.275,1524.838,349.6585,1913.326
20190103,395.9031,1160.292,1537.816,352.4471,1911.112
20190104,403.6603,1188.343,1528.17,355.762,1894.569
20190107,406.3603,1195.136,1532.596,358.0578,1908.135
20190108,415.3252,1189.775,1528.002,357.3505,1935.849
20190109,433.1913,1192.662,1534.848,359.5233,1940.698
20190110,435.5073,1190.847,1529.198,354.7302,1944.461
20190111,429.5809,1190.164,1531.67,356.7017,1939.872
20190114,424.7614,1182.395,1534.272,355.2529,1937.318
20190115,433.7229,1189.087,1530.44,352.3407,1945.603
20190116,436.1356,1198.195,1536.478,354.1255,1933.501
20190117,434.8196,1202.111,1533.906,357.5705,1918.913
20190118,445.8633,1216.039,1522.247,359.4272,1935.721
20190121,445.8633,1216.039,1522.247,359.4272,1935.721
20190122,435.7454,1208.053,1522.595,357.8694,1920.715
20190123,433.0469,1218.574,1523.965,359.455,1919.78
20190124,435.6385,1215.321,1518.715,358.4504,1910.746
20190125,439.3046,1237.777,1542.148,358.7708,1901.633
20190128,425.3209,1218.903,1548.531,358.5914,1909.748
20190129,435.6254,1229.181,1555.64,356.2371,1914.997
20190130,440.0823,1244.166,1556.898,357.5374,1914.818
20190131,436.2824,1250.927,1568.742,356.6852,1880.311
20190201,445.98,1246.415,1564.195,357.9761,1879.382
20190204,442.5327,1262.582,1561.086,359.4711,1912.83
20190205,438.078,1262.906,1560.609,360.3264,1905.956
20190206,441.9048,1259.984,1554.3,360.5219,1895.032
20190207,432.6745,1255.459,1554.303,355.4126,1882.408
20190208,435.2523,1245.011,1559.914,354.8258,1884.766
20190211,432.5886,1234.984,1552.039,352.5649,1894.96
20190212,438.2118,1223.454,1554.388,355.3406,1900.963
20190213,444.7585,1223.851,1555.292,355.8587,1887.667
20190214,449.6479,1221.666,1552.918,350.6932,1883.79
20190215,460.7627,1234.257,1563.857,352.156,1885.64
20190218,460.7627,1234.257,1563.857,352.156,1885.64
20190219,462.7141,1245.871,1590.705,348.2873,1875.337
20190220,467.6438,1261.042,1596.157,347.5799,1854.251
20190221,468.2511,1267.295,1571.207,350.5376,1871.235
20190222,469.4734,1280.843,1577.666,350.8283,1869.246
20190225,456.0776,1279.591,1573.654,345.4809,1861.301
20190226,458.3502,1282.557,1572.671,341.695,1884.289
20190227,467.4336,1289.254,1563.446,341.8381,1884.508
20190228,467.882,1289.621,1556.84,338.9276,1883.594
20190301,459.3588,1289.817,1535.27,339.4935,1882.67
20190304,464.4704,1270.869,1521.622,338.4507,1880.06
20190305,465.2208,1280.181,1518.727,341.1279,1887.219
20190306,464.3928,1276.639,1521.743,336.2327,1879.746
20190307,467.023,1267.203,1519.812,331.2005,1890.967
20190308,462.6678,1263.802,1536.966,331.3346,1922.539
20190311,467.0821,1258.511,1527.714,328.3463,1929.842
20190312,467.2505,1277.307,1536.545,335.0469,1914.87
20190313,475.0684,1287.837,1549.091,335.14,1922.39
20190314,475.4792,1277.671,1531.146,336.2035,1951.933
20190315,474.0558,1274.996,1540.693,340.2798,1992.439
20190318,477.4958,1279.461,1539.704,339.1757,2007.506
20190319,478.2385,1290.925,1545.613,338.9074,2009.767
20190320,484.2517,1292.579,1539.979,340.0676,2041.571
20190321,481.2003,1277.754,1547.395,342.1087,2084.325
20190322,474.2129,1267.886,1552.655,341.9119,2088.297
20190325,474.6696,1265.128,1565.472,343.7426,2060.626
20190326,480.1808,1268.821,1556.161,342.8842,2053.719
20190327,476.9651,1275.582,1550.223,340.4884,2040.043
20190328,475.3213,1274.014,1524.199,339.2263,2018.045
20190329,479.5037,1289.853,1529.014,333.56,1986.416
20190401,488.5654,1286.579,1524.628,336.9089,1990.559
20190402,493.8379,1275.497,1525.65,337.2642,2012.344
20190403,493.4884,1288.838,1526.033,338.4875,2031.286
20190404,492.4551,1281.434,1524.896,340.909,2081.654
20190405,499.111,1275.625,1526.404,338.9915,2080.611
20190408,506.6419,1277.308,1534.669,337.8299,2077.724
20190409,504.0461,1277.033,1541.561,337.355,2052.747
20190410,510.9792,1271.973,1547.949,337.9838,2057.751
20190411,504.7837,1263.381,1522.47,336.3201,2072.585
20190412,507.6486,1273.947,1525.509,337.9829,2089.46
20190415,504.0852,1273.367,1521.733,336.7755,2089.604
20190416,507.9637,1266.839,1506.17,332.4669,2091.246
20190417,506.2456,1272.237,1506.032,331.5513,2083.835
20190418,507.837,1265.477,1505.467,332.7663,2091.622
20190419,507.837,1265.477,1505.467,332.7663,2091.622
20190422,519.6375,1265.813,1507.765,329.7418,2058.478
20190423,523.0513,1255.633,1501.335,328.3668,2044.607
20190424,520.8788,1261.199,1509.302,324.8069,2018.37
20190425,518.8028,1250.673,1509.382,326.0193,1963.812
20190426,505.3587,1252.125,1520.421,326.5196,1952.682
20190429,506.2465,1250.829,1511.453,323.5347,1941.721
20190430,510.2043,1244.386,1516.527,322.1981,1934.288
20190501,510.0883,1226.675,1512.605,324.1434,1954.087
20190502,499.3448,1219.815,1498.601,325.2,1961.024
20190503,500.6119,1224.27,1512.068,323.6214,1955.633
20190506,501.0865,1224.514,1514.559,319.6452,1919.468
20190507,493.6534,1217.426,1516.575,320.2812,1918.693
20190508,499.0257,1208.391,1511.581,318.2744,1898.038
20190509,496.715,1199.822,1514.895,312.6431,1911.71
20190510,498.1187,1205.489,1517.44,309.8432,1923.257
20190513,495.037,1190.666,1532.973,311.7177,1874.935
20190514,500.5908,1203.021,1527.438,320.3139,1889.725
20190515,504.3144,1214.417,1529.243,320.2318,1905.617
20190516,511.6204,1218.999,1514.295,326.5205,1919.787
20190517,508.9461,1206.697,1501.671,324.9178,1937.504
20190520,508.8097,1193.01,1504.105,330.9664,1932.923
20190521,508.3742,1190.928,1499.502,332.712,1914.556
20190522,497.2454,1178.955,1500.715,331.2816,1908.616
20190523,473.5149,1182.004,1514.624,329.2406,1910.607
20190524,478.5676,1191.729,1512.255,337.9251,1886.764
20190527,478.5676,1191.729,1512.255,337.9251,1886.764
20190528,484.5778,1192.694,1503.28,348.2745,1866.413
20190529,480.5308,1181.929,1508.291,347.386,1884.259
20190530,464.269,1177.242,1515.651,358.0969,1851.514
20190531,441.5348,1176.055,1536.414,353.5957,1808.781
20190603,436.5443,1169.049,1556.271,356.4658,1797.094
20190604,438.8168,1175.373,1557.499,355.0671,1826.317
20190605,426.9908,1165.035,1563.035,346.5477,1839.811
20190606,432.2838,1168.763,1573.925,352.337,1841.124
20190607,443.0169,1160.84,1578.847,347.8805,1801.407
20190610,438.388,1172.603,1557.506,348.4632,1854.079
20190611,439.6097,1177.7,1560.591,353.3257,1840.529
20190612,424.7788,1177.355,1566.782,357.5971,1824.402
20190613,432.5343,1175.094,1575.544,362.3983,1817.23
20190614,436.0649,1165.088,1575.682,366.0628,1795.168
20190617,430.2265,1166.732,1574.497,368.2211,1822.368
20190618,440.5536,1185.51,1584.48,365.1844,1818.406
20190619,439.0768,1183.012,1582.216,360.4243,1818.489
20190620,457.9558,1188.448,1638.735,364.0592,1793.321
20190621,462.7978,1181.873,1640.375,360.0479,1753.806
20190624,464.3068,1190.899,1660.861,364.1277,1723.245
20190625,465.7608,1207.928,1660.752,364.5505,1744.055
20190626,477.0904,1203.521,1657.249,363.4833,1766.88
20190627,476.7848,1196.907,1652.947,363.252,1779.726
20190628,470.7686,1199.653,1655.304,354.7374,1764.993
20190701,473.8546,1189.201,1628.126,348.9143,1784.301
20190702,455.0273,1178.919,1648.626,346.8189,1789.655
20190703,463.0795,1183.08,1663.435,355.1805,1792.172
20190704,463.0795,1183.08,1663.435,355.1805,1792.172
20190705,466.2865,1183.411,1638.234,354.0305,1800.332
20190708,466.0194,1184.41,1638.885,353.2721,1786.315
20190709,467.4871,1183.283,1640.459,349.5237,1835.378
20190710,486.704,1205.13,1654.134,351.5684,1850.687
